,tweets_en,sentistrength
2724,Apple's own apps and services are not presently slated to pop this mandatory tracking warning or to affirmatively inform u…,"{'neg': 0.11, 'neu': 0.827, 'pos': 0.063, 'compound': -0.2558}"
2727,What does your guys iOS 14 shit look like..... I am trying to make my shot look good it’s so hard,"{'neg': 0.21, 'neu': 0.675, 'pos': 0.115, 'compound': -0.3384}"
2732,"Bitcoin Technical Analysis: BTC Struggles With The Stubbornesistance At $14,000 - CoinGape via BTCnews for iOS","{'neg': 0.152, 'neu': 0.848, 'pos': 0.0, 'compound': -0.3612}"
2764,"To the iPhone users: After the update to iOs 14.1 on my iPhone 11, the animations hang in the game, especially in ...","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2773,Couldnt play Genshin Impact on my phone due to IOS 14 and tricks for Apple users ead:,"{'neg': 0.191, 'neu': 0.809, 'pos': 0.0, 'compound': -0.3687}"
2781,"14 Harry Ios 2? As it rained, it did not rain","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2783,Android tablets failed. Android gets update for 18 months at max. That alone tells you…,"{'neg': 0.29, 'neu': 0.71, 'pos': 0.0, 'compound': -0.6486}"
2786,Mon iPhone il a fait la maj iOS 14 tout seul alors que je la voulais pas 😩,"{'neg': 0.091, 'neu': 0.909, 'pos': 0.0, 'compound': -0.128}"
2793,is there a problem with the new IOS 14 update? Since the upgrade the battle league has been terrible..…,"{'neg': 0.249, 'neu': 0.751, 'pos': 0.0, 'compound': -0.6486}"
2798,iPhone X iOS 14.1 no sim Jailbreak usb windows (xubutu ) Bypass iFile all in one v1.0.4 Toool…,"{'neg': 0.128, 'neu': 0.872, 'pos': 0.0, 'compound': -0.296}"
2808,i updated to ios 14 on my ipad and its so ugly? the messages are so ugly? i kinda wanna cry its such a weird adjustment and i hate it /srs,"{'neg': 0.437, 'neu': 0.563, 'pos': 0.0, 'compound': -0.9521}"
2815,euphoria ariana grande chris evans animal crossing nudes 18+ leak leaked thread bts harry styles charli damelio noa…,"{'neg': 0.196, 'neu': 0.625, 'pos': 0.179, 'compound': 0.1531}"
2816,euphoria ariana grande animal crossing cardi b nudes 18+ leak leaked thread bts harry styles charli damelio noah be…,"{'neg': 0.196, 'neu': 0.625, 'pos': 0.179, 'compound': 0.1531}"
2825,"iOS 14,1 has flaws 🤞🏾 i’m struggling to upload a picture🤔","{'neg': 0.237, 'neu': 0.763, 'pos': 0.0, 'compound': -0.4215}"
2828,so i just realized my phone updated to ios 14 on its own so that makes sense why my phones suddenly lagging,"{'neg': 0.095, 'neu': 0.905, 'pos': 0.0, 'compound': -0.2732}"
2843,Pag gising ko naka update na ng ios 14 cp ko so no choice sana wag mag lag cp ko🤞,"{'neg': 0.276, 'neu': 0.724, 'pos': 0.0, 'compound': -0.6669}"
2857,Apple has given its iPhones that have received the update to iOS 14 a new button. The best: you can do the back-tap ...,"{'neg': 0.0, 'neu': 0.84, 'pos': 0.16, 'compound': 0.6369}"
2867,"You are not alone darling, even the IOS 14 is giving me poor audio connection 🙃🙃🙃","{'neg': 0.277, 'neu': 0.538, 'pos': 0.186, 'compound': -0.4646}"
2869,"apple update there which just says ""a new ios update is available."" Update from ...","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2875,why am I so bad at typing since updating g to iOS 14 . I don’t get it . yes I was bad at it before but now it’s lik…,"{'neg': 0.194, 'neu': 0.741, 'pos': 0.065, 'compound': -0.5634}"
2900,so what a bag i downloaded ios 14 and went to customize my screen and gave up in the middle eh a lot to do p think mt compli…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2982,I don't understand ios 14,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2983,Hey can you send a update so I can get this annoying notification saying I have to update my IOS 14 beta...…,"{'neg': 0.148, 'neu': 0.852, 'pos': 0.0, 'compound': -0.481}"
2986,SYKE LA WEA DOES NOT WORK WITH IOS 14 GOOD THAT HAPPENS TO ME SO THAT HE PLAYS ANY OTA WEA THAT IS NOT ITHIC,"{'neg': 0.0, 'neu': 0.759, 'pos': 0.241, 'compound': 0.8068}"
2987,When I can update to the iOS 14.2 public release ?thanks. This bug is very annoying,"{'neg': 0.176, 'neu': 0.824, 'pos': 0.0, 'compound': -0.4576}"
2998,I know you stopped developing tweaks and my question isn’t related but is home plus pro going to get update…,"{'neg': 0.075, 'neu': 0.925, 'pos': 0.0, 'compound': -0.1154}"
3006,"i can’t believe it’s 2020, we’re 14 versions into ios and iphones still pull this shit","{'neg': 0.233, 'neu': 0.767, 'pos': 0.0, 'compound': -0.6428}"
3011,"sigh it was admittedly just the default Apple weather app, which I need to stop using. Not sure BOM has an…","{'neg': 0.187, 'neu': 0.764, 'pos': 0.049, 'compound': -0.47}"
3027,"When I try to update, It says my iOS is up to date. I am currently running a 14.2. And I have no beta profiles on my phone.","{'neg': 0.087, 'neu': 0.913, 'pos': 0.0, 'compound': -0.296}"
3033,-sql drop your ios 14 hs dong movies,"{'neg': 0.231, 'neu': 0.769, 'pos': 0.0, 'compound': -0.2732}"
3038,"So, my phone forced me to update to the new iOS 14.whatever &amp; now I can’t open my messages????","{'neg': 0.199, 'neu': 0.801, 'pos': 0.0, 'compound': -0.6397}"
3053,"ios 14 is shit, battery optimization is non existent.","{'neg': 0.273, 'neu': 0.53, 'pos': 0.197, 'compound': -0.25}"
3061,euphoria ariana grande chris evans animal crossing nudes 18+ leak leaked thread bts harry styles charli damelio noa…,"{'neg': 0.196, 'neu': 0.625, 'pos': 0.179, 'compound': 0.1531}"
3067,"HAHAHAHAJ, oh, I think I'm going to accept it, it's that I want the ios 14 and it didn't arrive on my phone, but with a ...","{'neg': 0.0, 'neu': 0.882, 'pos': 0.118, 'compound': 0.2382}"
3071,[discussion] update on ra1n for iPhone 7+ iOS 14.0.1? no date on websites statement,"{'neg': 0.145, 'neu': 0.855, 'pos': 0.0, 'compound': -0.296}"
3086,I know it is no longer october or halloween but horror is my whole brand. I finally was able to update to iOS 14 so…,"{'neg': 0.241, 'neu': 0.759, 'pos': 0.0, 'compound': -0.7684}"
3087,[Question] Where can I find a tutorial to jailbreak IOS 14 on my iPhone 7? I’m getting kinda lost and can I do it w…,"{'neg': 0.087, 'neu': 0.913, 'pos': 0.0, 'compound': -0.2516}"
3092,ios 14 bad,"{'neg': 0.636, 'neu': 0.364, 'pos': 0.0, 'compound': -0.5423}"
3094,Ayo. iOS 14 is bad. Like really really bad. This shit is made specifically for iPhone 12’s. That’s it.,"{'neg': 0.383, 'neu': 0.529, 'pos': 0.088, 'compound': -0.8542}"
3095,"Bitcoin Just Broke $14,000 Again: Here’s Why This Is Pivotal For Bulls - NewsBTC via BTCnews for iOS","{'neg': 0.149, 'neu': 0.851, 'pos': 0.0, 'compound': -0.4215}"
3102,"|~ when your phone finally updates to iOS 14.1 and you can do the home screen thing, but you’re too lazy to do it. 😅","{'neg': 0.124, 'neu': 0.876, 'pos': 0.0, 'compound': -0.5023}"
3125,Drop your iOS 14 Home Screen I need inspiration😔🤲🏻,"{'neg': 0.231, 'neu': 0.769, 'pos': 0.0, 'compound': -0.2732}"
3129,oh shit i still have to update to iOS 14,"{'neg': 0.31, 'neu': 0.69, 'pos': 0.0, 'compound': -0.5574}"
3135,ios 14* why the fuck did it take me this long to realise my mistake,"{'neg': 0.312, 'neu': 0.688, 'pos': 0.0, 'compound': -0.7096}"
3137,"En este momento voy a descargar iOS 14.1 lo actualizaré porque no se que versión de iOS tiene, y me…","{'neg': 0.115, 'neu': 0.885, 'pos': 0.0, 'compound': -0.296}"
3170,The iOS 14.2 GM beta seed has been released. This should stop the pop-up message that you’ve been receivi…,"{'neg': 0.109, 'neu': 0.891, 'pos': 0.0, 'compound': -0.296}"
3173,"Yayyy, ios 14 kana no?","{'neg': 0.355, 'neu': 0.645, 'pos': 0.0, 'compound': -0.296}"
3175,When I can update to the iOS 14.2 public release ?thanks. This bug is very annoying,"{'neg': 0.176, 'neu': 0.824, 'pos': 0.0, 'compound': -0.4576}"
3185,El IOS 14 traga pila cómo si no hubiera un mañana 😰,"{'neg': 0.18, 'neu': 0.82, 'pos': 0.0, 'compound': -0.296}"
3205,I know I’m late but I’m scared to update my phone to iOS 14.1 😭,"{'neg': 0.243, 'neu': 0.757, 'pos': 0.0, 'compound': -0.5927}"
3216,I know I’m maybe a few weeks late. But now I'm really updating. Yawa lingawa sa IOS 14 oy 😂😂😂,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3217,i deleted my ios 14 screen. i got bored of it so i just yk 🏃‍♀️,"{'neg': 0.149, 'neu': 0.851, 'pos': 0.0, 'compound': -0.2732}"
3234,SUMPAHHH DI IOS 14 GA ADA UP NEXT???? tiap mau bobo masa harus cek alarm udh nyala apa belom???!,"{'neg': 0.169, 'neu': 0.831, 'pos': 0.0, 'compound': -0.565}"
3238,My phone updated to iOS 14 and I’m internally screaming trying to make it look cool and reorganize,"{'neg': 0.124, 'neu': 0.766, 'pos': 0.11, 'compound': -0.0772}"
3247,iOS 14 let’s you re-do app icons so naturally remade them all much worse in MS paint style Sorry to all app icon designers tha…,"{'neg': 0.161, 'neu': 0.839, 'pos': 0.0, 'compound': -0.5267}"
3248,"eu comprei o celular tem nem 15 dias, mas veio no ios 13 e logo em seguida eu atualizei pro 14. tem necessidade d……","{'neg': 0.095, 'neu': 0.905, 'pos': 0.0, 'compound': -0.296}"
3252,Anyone have the latest iPad Pro and after installed iOS 14 and 14.1 it just being a pile of shit to use? Because I am having this issue.,"{'neg': 0.126, 'neu': 0.874, 'pos': 0.0, 'compound': -0.5574}"
3253,This iOS 14 update is garbage! Battery dead in 1/3 of the time! @AppleSupport,"{'neg': 0.273, 'neu': 0.727, 'pos': 0.0, 'compound': -0.7081}"
3258,How to use the limited photos picker in iOS 14 for added privacy -,"{'neg': 0.137, 'neu': 0.863, 'pos': 0.0, 'compound': -0.2263}"
3259,i’ve been avoiding the new ios 14 update for so long but now my phone is starting to act up 😣 i am not ready for change,"{'neg': 0.16, 'neu': 0.84, 'pos': 0.0, 'compound': -0.5212}"
3276,How to use the limited photos picker in iOS 14 for added privacy,"{'neg': 0.137, 'neu': 0.863, 'pos': 0.0, 'compound': -0.2263}"
3277,No,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.296}"
3291,With iOS 14 you can double fist MSNBC and NYT for extra anxiety,"{'neg': 0.124, 'neu': 0.876, 'pos': 0.0, 'compound': -0.1779}"
3296,Balak sana na palitan ipad ng laptop kaso nag update (ios 14.1) hahaha wag na pala.,"{'neg': 0.182, 'neu': 0.64, 'pos': 0.177, 'compound': 0.2263}"
3298,This iOS 14 update should’ve updated auto correct. I said FUCK not duck bitch😭😭😭,"{'neg': 0.261, 'neu': 0.739, 'pos': 0.0, 'compound': -0.6408}"
3312,"As for unfortunately, the A icon is not showing up on any of t…","{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.34}"
3313,edoing my IOS 14 because I was bored ✨𝒶 𝓉𝒽𝓇𝑒𝒶𝒹✨,"{'neg': 0.208, 'neu': 0.792, 'pos': 0.0, 'compound': -0.2732}"
3314,The iOS 14.2 GM beta seed has been released. This should stop the pop-up message that you’ve been r…,"{'neg': 0.109, 'neu': 0.891, 'pos': 0.0, 'compound': -0.296}"
3326,A mi me hizo la actualización automática :c ahorq tengo que esperar a Checkrain para iPhone X en iOS 14.1 🥺,"{'neg': 0.162, 'neu': 0.838, 'pos': 0.0, 'compound': -0.4767}"
3329,Por ahora todo tranqui con el iPhone X en iOS 14.1 sin Face ni password con el #Cheackra1n parchado 🤖,"{'neg': 0.175, 'neu': 0.825, 'pos': 0.0, 'compound': -0.5574}"
3337,iOS 14 too fucking unstable for Jailbreaking iDevice. Doesn't even work without Jailbreak 😂😂😂,"{'neg': 0.177, 'neu': 0.823, 'pos': 0.0, 'compound': -0.4201}"
3338,iOs 14 turns out to make a mess of home :(,"{'neg': 0.403, 'neu': 0.597, 'pos': 0.0, 'compound': -0.6597}"
3340,Why are we on iOS 14 and we still can’t leave FaceTime messages?!,"{'neg': 0.111, 'neu': 0.889, 'pos': 0.0, 'compound': -0.126}"
3346,I hate iOS 14.,"{'neg': 0.649, 'neu': 0.351, 'pos': 0.0, 'compound': -0.5719}"
3349,My phone is trying to update to iOS 14 and I keep deferring it. I have the 8+ still and I know my phone won’t keep up with it 😭,"{'neg': 0.064, 'neu': 0.936, 'pos': 0.0, 'compound': -0.1779}"
3377,Afternoon sorry for the late reply. the current IOS 14 bug has been reported to our development team and…,"{'neg': 0.067, 'neu': 0.933, 'pos': 0.0, 'compound': -0.0772}"
3408,Ok wtf is up with the IOS 14 update. I don’t open specific peoples texts to see the little bubbles to see whether…,"{'neg': 0.146, 'neu': 0.769, 'pos': 0.085, 'compound': -0.3818}"
3416,omg i think it’s just ios 14 or mayb apple music IDK,"{'neg': 0.176, 'neu': 0.824, 'pos': 0.0, 'compound': -0.2808}"
3418,"Holy shit - sim, ainda é cedo. Mas dá agonia ver o Trump na frente... Chega, vou tirar da CNN US e parar de ler es…","{'neg': 0.146, 'neu': 0.854, 'pos': 0.0, 'compound': -0.5574}"
3423,95% of IOS 14.1 is great so far but the podcast app is demonstrably worse,"{'neg': 0.211, 'neu': 0.66, 'pos': 0.129, 'compound': -0.3818}"
3426,"IOS 14, I don't like you, because I don't understand you.","{'neg': 0.209, 'neu': 0.791, 'pos': 0.0, 'compound': -0.2755}"
3438,How to use the limited photos picker in iOS 14 for added privacy #infosec #security #technology #phenomlab,"{'neg': 0.106, 'neu': 0.894, 'pos': 0.0, 'compound': -0.2263}"
3440,Apple's own apps and services are not presently slated to pop this mandatory tracking warning or to affirmatively i…,"{'neg': 0.116, 'neu': 0.818, 'pos': 0.066, 'compound': -0.2558}"
3444,bruh yall need to do something about this IOS 14 because it is TEIBLE. there are so many bugs and my phone…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3445,"our girlfriend, who's with ios 14, how does it make p have p, fix the app bro, mo jet pqp","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3455,[Question] iPhone X stuck on updating iCloud settings after updating to IOS 14,"{'neg': 0.154, 'neu': 0.846, 'pos': 0.0, 'compound': -0.25}"
3481,my phone downloaded ios 14 without my consent and i am... overwhelmed,"{'neg': 0.14, 'neu': 0.758, 'pos': 0.101, 'compound': -0.1195}"
3500,I did the update to iOS 14 on my iPhone 7 and made my phone stop functioning. I had to BUY…,"{'neg': 0.115, 'neu': 0.885, 'pos': 0.0, 'compound': -0.296}"
3511,Ever since this damn iOS 14 my phone is fried.,"{'neg': 0.258, 'neu': 0.742, 'pos': 0.0, 'compound': -0.481}"
3524,How to use the limited photos picker in iOS 14 for added privacy,"{'neg': 0.137, 'neu': 0.863, 'pos': 0.0, 'compound': -0.2263}"
3528,E a frontal zz ? Pq se for no iOS 14 tem como tirar isso,"{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.296}"
3532,"Amigo tô no iOS 14.1 e tá uma delícia, tirei meu celular do carregador hoje era 7:00 da manhã e ele ainda tá com 75% !!!!!!!","{'neg': 0.128, 'neu': 0.872, 'pos': 0.0, 'compound': -0.5216}"
3536,euphoria ariana grande chris evans animal crossing nudes 18+ leak leaked thread bts harry styles charli damelio noa…,"{'neg': 0.196, 'neu': 0.625, 'pos': 0.179, 'compound': 0.1531}"
3544,"Since installing iOS 14.1, around half the times I unlock my phone the screen brightness is all wrong, and I have t…","{'neg': 0.131, 'neu': 0.759, 'pos': 0.11, 'compound': -0.128}"
3566,"Apple is adding it in iOS 14.2, which is due soon (probably): Not sure about macOS.","{'neg': 0.116, 'neu': 0.884, 'pos': 0.0, 'compound': -0.2411}"
3581,Boleh tak ios like block terus screen bila orang call ? Aku ada tendency nak ignore call la dengan ios 14 ni. Benda…,"{'neg': 0.201, 'neu': 0.706, 'pos': 0.093, 'compound': -0.4404}"
3582,my iphone updated to ios 14 WITHOUT my permission now my battery life noticeably worse. the way I hate apple but will never have an android,"{'neg': 0.161, 'neu': 0.839, 'pos': 0.0, 'compound': -0.5267}"
3586,I was told the iPhone X had a forever jailbreak. They were wrong. Should I take the plunge to iOS 14 and be without…,"{'neg': 0.14, 'neu': 0.86, 'pos': 0.0, 'compound': -0.4767}"
3588,sabi ko hindi ako mag u-update ng ios 14 kingina ba’t ka nag update mag isa????🤷🏻‍♀️,"{'neg': 0.187, 'neu': 0.813, 'pos': 0.0, 'compound': -0.5362}"
3593,My phone updated to IOS 14 overnight I’m furious,"{'neg': 0.316, 'neu': 0.684, 'pos': 0.0, 'compound': -0.5719}"
3597,"Hello, i cant install Altstore via Windows on my iOS 14 iPhone SE 2020 because of this error. Is ther…","{'neg': 0.148, 'neu': 0.852, 'pos': 0.0, 'compound': -0.481}"
3611,How to use the limited photos picker in iOS 14 for added privacy,"{'neg': 0.137, 'neu': 0.863, 'pos': 0.0, 'compound': -0.2263}"
3624,ew i didn't have ios 14 for quite a while and i saw this for the first time. it's so ugly wtf why did i even update…,"{'neg': 0.284, 'neu': 0.716, 'pos': 0.0, 'compound': -0.8526}"
3634,No comment: Minister defends 60-hour week,"{'neg': 0.306, 'neu': 0.694, 'pos': 0.0, 'compound': -0.296}"
3657,Bug no iOS 14.1,"{'neg': 0.423, 'neu': 0.577, 'pos': 0.0, 'compound': -0.296}"
3660,"to whoever still has their apps switched for the ios 14 homescreen, you actually scare me","{'neg': 0.176, 'neu': 0.824, 'pos': 0.0, 'compound': -0.4939}"
3673,How to use the limited photos picker in iOS 14 for added privacy,"{'neg': 0.137, 'neu': 0.863, 'pos': 0.0, 'compound': -0.2263}"
3674,Apple has added a new invisible button to its iPhones that have been updated to iOS 14 with the back-tap button ...,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3681,Alright iOS 14 I suck asses at spelling OKAY!!!! you can’t be just as bad... get it together! 💀🥴,"{'neg': 0.184, 'neu': 0.725, 'pos': 0.091, 'compound': -0.471}"
3688,This latest ios 14 update shit STILL fuckin wit all my playlists a month later 🤬😡,"{'neg': 0.205, 'neu': 0.795, 'pos': 0.0, 'compound': -0.5574}"
3689,He actualizado el ipad al ios 14.1 o algo asi y ya no se usarlo,"{'neg': 0.155, 'neu': 0.845, 'pos': 0.0, 'compound': -0.296}"
3692,"My iPhone got slow with this iOS 14.2 update, hating it","{'neg': 0.248, 'neu': 0.752, 'pos': 0.0, 'compound': -0.5106}"
3707,I would complain about it on social media directly and see what happens? We had a runaround because…,"{'neg': 0.143, 'neu': 0.857, 'pos': 0.0, 'compound': -0.3612}"
3709,We are also seeing the app crash continually on version 5.6.16 and iOS 14.1.,"{'neg': 0.172, 'neu': 0.828, 'pos': 0.0, 'compound': -0.4019}"
3716,How to use the limited photos picker in iOS 14 for added privacy via #Hybrid…,"{'neg': 0.119, 'neu': 0.881, 'pos': 0.0, 'compound': -0.2263}"
3722,JAILBEAK iOS 14 SIN PC 🔥 ¡NUEVOS DISPOSITIVOS COMPATIBLES! a través de @ProfeJuAntonio,"{'neg': 0.316, 'neu': 0.684, 'pos': 0.0, 'compound': -0.6833}"
3724,How to use the limited photos picker in iOS 14 for added privacy,"{'neg': 0.137, 'neu': 0.863, 'pos': 0.0, 'compound': -0.2263}"
3730,I hate iOS 14 😒,"{'neg': 0.649, 'neu': 0.351, 'pos': 0.0, 'compound': -0.5719}"
3735,I just want jailbreak for iOS 14 !! I'm so dumb to update my iPhone to iOS 14 🙄🙄🙄,"{'neg': 0.218, 'neu': 0.723, 'pos': 0.059, 'compound': -0.6731}"
3739,"My iPhone got slow with this iOS 14.2 update, hating it","{'neg': 0.248, 'neu': 0.752, 'pos': 0.0, 'compound': -0.5106}"
3741,my phone keeps harassing me to update to ios 14 no thanks❤️,"{'neg': 0.363, 'neu': 0.637, 'pos': 0.0, 'compound': -0.6908}"
3744,How to use the limited photos picker in #iOS14 for added privacy #Techepublic,"{'neg': 0.137, 'neu': 0.863, 'pos': 0.0, 'compound': -0.2263}"
3756,"iOs 14 de fuck battery up man. My battery health was 87% when I downloaded this shit, it’s now 82%.","{'neg': 0.313, 'neu': 0.687, 'pos': 0.0, 'compound': -0.8294}"
3761,12 widgets úteis para usar no iPhone com iOS 14 | Aplicativos e Software | Tecnoblog,"{'neg': 0.155, 'neu': 0.845, 'pos': 0.0, 'compound': -0.296}"
3764,iOS 14 is the worst thing to happen to my phone. My battery life is piss poor,"{'neg': 0.414, 'neu': 0.586, 'pos': 0.0, 'compound': -0.872}"
3768,JAILBEAK iOS 14 SIN PC 🔥 ¡NUEVOS DISPOSITIVOS COMPATIBLES! a través de @ProfeJuAntonio,"{'neg': 0.316, 'neu': 0.684, 'pos': 0.0, 'compound': -0.6833}"
3774,How to use the limited photos picker in iOS 14 for added privacy,"{'neg': 0.137, 'neu': 0.863, 'pos': 0.0, 'compound': -0.2263}"
3780,Finally got the iOS 14 update where you can customize shit and I’m wondering if I should do it,"{'neg': 0.175, 'neu': 0.825, 'pos': 0.0, 'compound': -0.5574}"
3785,How to use the limited photos picker in iOS 14 for added privacy,"{'neg': 0.137, 'neu': 0.863, 'pos': 0.0, 'compound': -0.2263}"
3788,How to use the limited photos picker in iOS 14 for added privacy,"{'neg': 0.137, 'neu': 0.863, 'pos': 0.0, 'compound': -0.2263}"
3807,COMO FAZE JAILBEAK NO iOS 14.1 - MODO CHECKA1N #google #iphone,"{'neg': 0.246, 'neu': 0.754, 'pos': 0.0, 'compound': -0.4466}"
3809,JAILBREAK TO iOS 14.1 - FEEDBACK E TWEAKS NO iPhone 6S #google #iphone,"{'neg': 0.227, 'neu': 0.773, 'pos': 0.0, 'compound': -0.4466}"
3812,I TESTED PERFORMANCE ON iOS 14.2 GOLDEN MASTE - WAS IT GOOD? #google #iphone,"{'neg': 0.0, 'neu': 0.752, 'pos': 0.248, 'compound': 0.5622}"
3818,I tried to update this 6 plus to iOS 14 this bitch started smoking 😭...,"{'neg': 0.273, 'neu': 0.727, 'pos': 0.0, 'compound': -0.6705}"
3825,My phone updated to IOS 14 on its own and I’m kinda mad 😪,"{'neg': 0.195, 'neu': 0.805, 'pos': 0.0, 'compound': -0.4417}"
3827,I just hope that on iOS 14.2 they get better I'm dying,"{'neg': 0.0, 'neu': 0.608, 'pos': 0.392, 'compound': 0.7003}"
3833,HOW DO YOU CANCEL CLIPBOARD NOTIFICATIONS ON IOS 14 THIS SHIT UPDATED WITHOUT ASKING ME NOW THEE IS SO MUCH EXTRA SPYING😭,"{'neg': 0.261, 'neu': 0.739, 'pos': 0.0, 'compound': -0.7944}"
3834,“The purpose of People Detection is to aid blind and low vision users in navigation; this type of application is particula…,"{'neg': 0.194, 'neu': 0.726, 'pos': 0.081, 'compound': -0.4215}"
3835,Moonshot testing of millions 'will fail unless 14-day quarantine rule for contacts is relaxed' because people are i…,"{'neg': 0.154, 'neu': 0.705, 'pos': 0.141, 'compound': -0.0772}"
3843,I’m your biggest fan. But what the hell is going on with the iOS 14 beta software? Every time I unlock my ph…,"{'neg': 0.171, 'neu': 0.743, 'pos': 0.086, 'compound': -0.5106}"
3846,"If you don't like the compact display of FaceTime, Siri, and incoming calls in iOS 14, find out how to change the default…","{'neg': 0.088, 'neu': 0.912, 'pos': 0.0, 'compound': -0.2755}"
3851,IOS 14 looks childish AF 😩😪 I’m going back!,"{'neg': 0.238, 'neu': 0.762, 'pos': 0.0, 'compound': -0.3595}"
3875,[HELP] Jailbreaking iOS 14.1 Checkra1n no passcode,"{'neg': 0.268, 'neu': 0.732, 'pos': 0.0, 'compound': -0.296}"
3879,Aye this new Siri in iOS 14 go crazy 🔥,"{'neg': 0.231, 'neu': 0.769, 'pos': 0.0, 'compound': -0.34}"
3891,"NO, BE GONE iOS 14","{'neg': 0.423, 'neu': 0.577, 'pos': 0.0, 'compound': -0.4466}"
3894,"Assista a ""Unc0ver iOS 14.1 JailbreakELEASED! - How To Jailbreak iOS 14.1 Using Unc0ver [UNTETHEED]"" no YouTube","{'neg': 0.151, 'neu': 0.849, 'pos': 0.0, 'compound': -0.3595}"
3896,"whenever using the recon app ver. 2.29 on iOS 14.0.1 connected to WiFi, no profile images, or images sen…","{'neg': 0.109, 'neu': 0.891, 'pos': 0.0, 'compound': -0.296}"
3906,I just wanted to say that DICK IN THE CU OF IOS 14 FUCKED MY CELL,"{'neg': 0.414, 'neu': 0.586, 'pos': 0.0, 'compound': -0.8797}"
3910,Oh 😂. That will explain it. So was I at one point. Why’d I update to iOS 14? 🤦‍♂️ ffs,"{'neg': 0.183, 'neu': 0.817, 'pos': 0.0, 'compound': -0.5859}"
3916,just update to iOS 14 problem solved,"{'neg': 0.276, 'neu': 0.51, 'pos': 0.214, 'compound': -0.1531}"
3932,"#BSG How to change the iOS 14 UI for Siri, FaceTime, and incoming calls If you don't like the compact display of Fa…","{'neg': 0.088, 'neu': 0.912, 'pos': 0.0, 'compound': -0.2755}"
3935,𝐀𝐍𝐓𝐈-𝐒𝐓𝐑𝐄𝐒𝐒 everything is in the title. it is an application grouping together lots of small games like objects with ...,"{'neg': 0.0, 'neu': 0.884, 'pos': 0.116, 'compound': 0.3612}"
3936,Will you ever update both Mega jump and Mega jump 2? It’s annoying that iOS is restrictive on apps tha…,"{'neg': 0.124, 'neu': 0.876, 'pos': 0.0, 'compound': -0.4019}"
3941,"If you don't like the compact display of FaceTime, Siri, and incoming calls in iOS 14, find out how to change the d…","{'neg': 0.088, 'neu': 0.912, 'pos': 0.0, 'compound': -0.2755}"
3946,"I regret about ios 14, but most likely if I had it I would not do it for a pajera","{'neg': 0.112, 'neu': 0.888, 'pos': 0.0, 'compound': -0.2263}"
3948,remember when u updated ur phone to ios 14 and it had the charger audio thing idk how to explain it but u…,"{'neg': 0.054, 'neu': 0.946, 'pos': 0.0, 'compound': -0.0516}"
3955,Does this work on iOS 14? I want to upgrade but scared I won’t be able to use this feature anymore.,"{'neg': 0.175, 'neu': 0.773, 'pos': 0.052, 'compound': -0.5719}"
3956,"Unfortunately, you may have to wait for the developer to update the tweak to a ve…","{'neg': 0.146, 'neu': 0.854, 'pos': 0.0, 'compound': -0.34}"
3968,No iOS 14.2. No party.,"{'neg': 0.484, 'neu': 0.22, 'pos': 0.297, 'compound': -0.1779}"
3971,"I usually hate the iOS updates, but iOS 14 is magical","{'neg': 0.207, 'neu': 0.793, 'pos': 0.0, 'compound': -0.3291}"
3973,"(Auto-News) Apple has given its iPhones, which have been updated to iOS 14, a new, invisible back-tap button.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3975,"Undoubtedly the worst update of Ios was 14, shit","{'neg': 0.524, 'neu': 0.476, 'pos': 0.0, 'compound': -0.8271}"
3986,ios 14 really fucked up my phone i’m so unimaginably angry AAAAHAH anyways kun🥰,"{'neg': 0.408, 'neu': 0.592, 'pos': 0.0, 'compound': -0.8508}"
4003,alguém mais atualizou o ios pro 14.1 e a internet no celular ficou péssima?,"{'neg': 0.18, 'neu': 0.82, 'pos': 0.0, 'compound': -0.296}"
4006,iOS 14.2 wallpapers are sick,"{'neg': 0.452, 'neu': 0.548, 'pos': 0.0, 'compound': -0.5106}"
4011,Activity is no longer syncing with WatchOS since upgrading to iOS 14.1. Pre-update morning workouts recorded. Post-…,"{'neg': 0.121, 'neu': 0.879, 'pos': 0.0, 'compound': -0.296}"
4019,No esta nada mal este uso de Widgets en iOS 14,"{'neg': 0.18, 'neu': 0.82, 'pos': 0.0, 'compound': -0.296}"
